Year	Area	Variable	Generation (TWh)	Share of production (%)	Change on last year (%)	Change on last year (TWh)
2012	Portugal	Hard Coal	13	29	33	3
2012	Portugal	Lignite	0	0		0
2012	Portugal	Gas	11	23	-28	-4
2012	Portugal	Other fossil	2	5	-19	-1
2012	Portugal	Nuclear	0	0		0
2012	Portugal	Renewables	19	43	-20	-5
2012	Portugal	Hydro	6	12	-51	-6
2012	Portugal	Wind and solar	11	23	13	1
2012	Portugal	Wind	10	23	12	1
2012	Portugal	Solar	0	1	40	0
2012	Portugal	Bioenergy	3	6	1	0
2012	Portugal	Other renewables	0	0	-30	0
2012	Portugal	Production	46		-12	-6
2012	Portugal	Net imports	8		181	5
2012	Portugal	Demand	53		-2	-1
2012	Romania	Fossil	32	55	-5	-2
2012	Romania	Coal	23	39	-8	-2
2012	Romania	Hard Coal	1	2	23	0
2012	Romania	Lignite	22	37	-9	-2
2012	Romania	Gas	9	15	4	0
2012	Romania	Other fossil	1	1	-4	0
2012	Romania	Nuclear	11	20	-2	0
2012	Romania	Renewables	15	25	-9	-1
2012	Romania	Hydro	12	21	-18	-3
2012	Romania	Wind and solar	3	5	91	1
2012	Romania	Wind	3	4	90	1
2012	Romania	Solar	0	0	460	0
2012	Romania	Bioenergy	0	0	8	0
2012	Romania	Other renewables	0	0		0
2012	Romania	Production	59		-5	-3
2012	Romania	Net imports	0		-113	2
2012	Romania	Demand	59		-2	-1
2012	Slovakia	Fossil	7	26	-7	-1
2012	Slovakia	Coal	3	12	-4	0
2012	Slovakia	Hard Coal	1	5	-1	0
2012	Slovakia	Lignite	2	8	-6	0
2012	Slovakia	Gas	3	10	-9	0
2012	Slovakia	Other fossil	1	4	-7	0
2012	Slovakia	Nuclear	15	55	1	0
2012	Slovakia	Renewables	5	19	9	0
2012	Slovakia	Hydro	4	15	9	0
2012	Slovakia	Wind and solar	0	2	7	0
2012	Slovakia	Wind	0	0	20	0
2012	Slovakia	Solar	0	2	7	0
2012	Slovakia	Bioenergy	1	3	15	0
2012	Slovakia	Other renewables	0	0		0
2012	Slovakia	Production	28		0	0
2012	Slovakia	Net imports	0		-46	0
2012	Slovakia	Demand	29		-1	0
2012	Slovenia	Fossil	6	37	-2	0
2012	Slovenia	Coal	5	33	-3	0
2012	Slovenia	Hard Coal	0	3	-3	0
2012	Slovenia	Lignite	5	30	-3	0
2012	Slovenia	Gas	1	3	9	0
2012	Slovenia	Other fossil	0	0	-36	0
2012	Slovenia	Nuclear	6	36	-11	-1
2012	Slovenia	Renewables	4	28	12	0
2012	Slovenia	Hydro	4	25	9	0
2012	Slovenia	Wind and solar	0	1	148	0
2012	Slovenia	Wind	0	0		0
2012	Slovenia	Solar	0	1	148	0
2012	Slovenia	Bioenergy	0	2	6	0
2012	Slovenia	Other renewables	0	0		0
2012	Slovenia	Production	16		-2	0
2012	Slovenia	Net imports	-1		-24	0
2012	Slovenia	Demand	15		0	0
2012	Spain	Fossil	145	49	-1	-1
2012	Spain	Coal	55	19	25	11
2012	Spain	Hard Coal	55	19	25	11
2012	Spain	Lignite	0	0		0
2012	Spain	Gas	73	25	-14	-12
2012	Spain	Other fossil	17	6	2	0
2012	Spain	Nuclear	61	21	7	4
2012	Spain	Renewables	87	30	-1	-1
2012	Spain	Hydro	21	7	-33	-10
2012	Spain	Wind and solar	61	21	17	9
2012	Spain	Wind	49	17	15	7
2012	Spain	Solar	12	4	27	3
2012	Spain	Bioenergy	5	2	8	0
2012	Spain	Other renewables	0	0		0
2012	Spain	Production	294		1	2
2012	Spain	Net imports	-11		84	-5
2012	Spain	Demand	283		-1	-3
2012	Sweden	Fossil	4	2	-29	-2
2012	Sweden	Coal	0	0	-26	0
2012	Sweden	Hard Coal	0	0	-26	0
2012	Sweden	Lignite	0	0		0
2012	Sweden	Gas	1	1	-42	-1
2012	Sweden	Other fossil	3	2	-23	-1
2012	Sweden	Nuclear	64	38	6	4
2012	Sweden	Renewables	98	59	17	14
2012	Sweden	Hydro	79	47	19	12
2012	Sweden	Wind and solar	7	4	17	1
2012	Sweden	Wind	7	4	17	1
2012	Sweden	Solar	0	0	73	0
2012	Sweden	Bioenergy	12	7	6	1
2012	Sweden	Other renewables	0	0		0
2012	Sweden	Production	166		11	16
2012	Sweden	Net imports	-20		171	-12
2012	Sweden	Demand	147		3	4
2012	United Kingdom	Fossil	249	69	-4	-12
2012	United Kingdom	Coal	143	40	32	34
2012	United Kingdom	Hard Coal	143	40	32	34
2012	United Kingdom	Lignite	0	0		0
2012	United Kingdom	Gas	100	28	-32	-46
2012	United Kingdom	Other fossil	6	2	6	0
2012	United Kingdom	Nuclear	70	20	2	1
2012	United Kingdom	Renewables	41	11	17	6
2012	United Kingdom	Hydro	5	1	-7	0
2012	United Kingdom	Wind and solar	21	6	31	5
2012	United Kingdom	Wind	20	5	24	4
2012	United Kingdom	Solar	1	0	456	1
2012	United Kingdom	Bioenergy	15	4	11	1
2012	United Kingdom	Other renewables	0	0	347	0
2012	United Kingdom	Production	361		-1	-4
2012	United Kingdom	Net imports	12		91	6
2012	United Kingdom	Demand	373		0	1
2013	Austria	Fossil	14	22	-19	-3
2013	Austria	Coal	4	7	-4	0
2013	Austria	Hard Coal	4	7	-4	0
2013	Austria	Lignite	0	0		0
2013	Austria	Gas	7	10	-32	-3
2013	Austria	Other fossil	3	5	-1	0
2013	Austria	Nuclear	0	0		0
2013	Austria	Renewables	50	78	-2	-1
2013	Austria	Hydro	42	65	-4	-2
2013	Austria	Wind and solar	4	6	35	1
2013	Austria	Wind	3	5	28	1
2013	Austria	Solar	1	1	85	0
2013	Austria	Bioenergy	5	7	0	0
2013	Austria	Other renewables	0	0	-55	0
2013	Austria	Production	65		-6	-4
2013	Austria	Net imports	7		159	4
2013	Austria	Demand	72		0	0
2013	Belgium	Fossil	27	34	-11	-3
2013	Belgium	Coal	3	4	-11	0
2013	Belgium	Hard Coal	3	4	-11	0
2013	Belgium	Lignite	0	0		0
2013	Belgium	Gas	21	26	-11	-3
2013	Belgium	Other fossil	3	4	-6	0
2013	Belgium	Nuclear	43	52	6	2
2013	Belgium	Renewables	12	14	12	1
2013	Belgium	Hydro	0	0	6	0
2013	Belgium	Wind and solar	6	8	29	1
2013	Belgium	Wind	4	4	33	1
2013	Belgium	Solar	3	3	23	0
2013	Belgium	Bioenergy	5	6	-4	0
2013	Belgium	Other renewables	0	0		0
2013	Belgium	Production	82		0	0
2013	Belgium	Net imports	10		-3	0
2013	Belgium	Demand	91		0	0
2013	Bulgaria	Fossil	22	51	-14	-3
2013	Bulgaria	Coal	19	45	-15	-3
2013	Bulgaria	Hard Coal	2	5	-30	-1
2013	Bulgaria	Lignite	17	40	-13	-3
2013	Bulgaria	Gas	2	5	-1	0
2013	Bulgaria	Other fossil	0	1	3	0
2013	Bulgaria	Nuclear	14	33	-10	-2
2013	Bulgaria	Renewables	7	16	30	2
2013	Bulgaria	Hydro	4	9	27	1
2013	Bulgaria	Wind and solar	3	6	34	1
2013	Bulgaria	Wind	1	3	13	0
2013	Bulgaria	Solar	1	3	67	1
2013	Bulgaria	Bioenergy	0	0	70	0
2013	Bulgaria	Other renewables	0	0		0
2013	Bulgaria	Production	43		-8	-4
2013	Bulgaria	Net imports	-6		-26	2
2013	Bulgaria	Demand	37		-4	-1
2013	Croatia	Fossil	5	33	-12	-1
2013	Croatia	Coal	2	17	8	0
2013	Croatia	Hard Coal	2	17	8	0
2013	Croatia	Lignite	0	0	6	0
2013	Croatia	Gas	2	14	-20	0
2013	Croatia	Other fossil	0	2	-60	0
2013	Croatia	Nuclear	0	0		0
2013	Croatia	Renewables	9	67	76	4
2013	Croatia	Hydro	9	62	78	4
2013	Croatia	Wind and solar	1	4	60	0
2013	Croatia	Wind	1	4	57	0
2013	Croatia	Solar	0	0	369	0
2013	Croatia	Bioenergy	0	1	34	0
2013	Croatia	Other renewables	0	0		0
2013	Croatia	Production	14		32	3
2013	Croatia	Net imports	4		-48	-4
2013	Croatia	Demand	18		-1	0
2013	Cyprus	Fossil	4	92	-11	0
2013	Cyprus	Coal	0	0		0
2013	Cyprus	Hard Coal	0	0		0
2013	Cyprus	Lignite	0	0		0
2013	Cyprus	Gas	0	0		0
2013	Cyprus	Other fossil	4	92	-11	0
2013	Cyprus	Nuclear	0	0		0
2013	Cyprus	Renewables	0	8	27	0
2013	Cyprus	Hydro	0	0		0
2013	Cyprus	Wind and solar	0	6	34	0
2013	Cyprus	Wind	0	5	25	0
2013	Cyprus	Solar	0	1	119	0
2013	Cyprus	Bioenergy	0	1	-2	0
2013	Cyprus	Other renewables	0	0		0
2013	Cyprus	Production	4		-9	0
2013	Cyprus	Net imports	0			0
2013	Cyprus	Demand	4		-9	0
2013	Czech Republic	Fossil	46	53	-5	-2
2013	Czech Republic	Coal	41	48	-7	-3
2013	Czech Republic	Hard Coal	5	6	8	0
2013	Czech Republic	Lignite	36	42	-8	-3
2013	Czech Republic	Gas	2	2	36	1
2013	Czech Republic	Other fossil	3	3	-1	0
2013	Czech Republic	Nuclear	31	36	1	0
2013	Czech Republic	Renewables	9	11	15	1
2013	Czech Republic	Hydro	3	3	28	1
2013	Czech Republic	Wind and solar	3	3	-2	0
2013	Czech Republic	Wind	0	1	16	0
2013	Czech Republic	Solar	2	2	-5	0
2013	Czech Republic	Bioenergy	4	5	20	1
2013	Czech Republic	Other renewables	0	0		0
2013	Czech Republic	Production	86		-1	-1
2013	Czech Republic	Net imports	-17		-1	0
2013	Czech Republic	Demand	69		-1	0
2013	Denmark	Fossil	19	54	18	3
2013	Denmark	Coal	14	41	36	4
2013	Denmark	Hard Coal	14	41	36	4
2013	Denmark	Lignite	0	0		0
2013	Denmark	Gas	3	10	-18	-1
2013	Denmark	Other fossil	1	3	-6	0
2013	Denmark	Nuclear	0	0		0
2013	Denmark	Renewables	16	46	8	1
2013	Denmark	Hydro	0	0	-23	0
2013	Denmark	Wind and solar	12	34	12	1
2013	Denmark	Wind	11	32	8	1
2013	Denmark	Solar	1	1	398	0
2013	Denmark	Bioenergy	4	12	-3	0
2013	Denmark	Other renewables	0	0		0
2013	Denmark	Production	35		13	4
2013	Denmark	Net imports	1		-79	-4
2013	Denmark	Demand	36		0	0
2013	Estonia	Fossil	12	91	15	2
2013	Estonia	Coal	0	0	Inf	0
2013	Estonia	Hard Coal	0	0	Inf	0
2013	Estonia	Lignite	0	0		0
2013	Estonia	Gas	0	1	-29	0
2013	Estonia	Other fossil	12	90	15	2
2013	Estonia	Nuclear	0	0		0
2013	Estonia	Renewables	1	9	-17	0
2013	Estonia	Hydro	0	0	-39	0
2013	Estonia	Wind and solar	1	4	22	0
2013	Estonia	Wind	1	4	22	0
2013	Estonia	Solar	0	0		0
2013	Estonia	Bioenergy	1	5	-34	0
2013	Estonia	Other renewables	0	0		0
2013	Estonia	Production	13		11	1
2013	Estonia	Net imports	-4		60	-1
2013	Estonia	Demand	10		0	0
2013	EU-27	Fossil	1276	44	-7	-93
2013	EU-27	Coal	729	25	-2	-15
2013	EU-27	Hard Coal	403	14	0	-1
2013	EU-27	Lignite	326	11	-4	-14
2013	EU-27	Gas	414	14	-14	-69
2013	EU-27	Other fossil	133	5	-6	-9
2013	EU-27	Nuclear	806	28	-1	-6
2013	EU-27	Renewables	807	28	11	78
2013	EU-27	Hydro	368	13	11	36
2013	EU-27	Wind and solar	294	10	14	36
2013	EU-27	Wind	209	7	12	22
2013	EU-27	Solar	84	3	20	14
2013	EU-27	Bioenergy	139	5	5	6
2013	EU-27	Other renewables	6	0	3	0
2013	EU-27	Production	2889		-1	-20
2013	EU-27	Net imports	-2		-127	-9
2013	EU-27	Demand	2887		-1	-29
2013	EU27+1	Fossil	1508	46	-7	-110
2013	EU27+1	Coal	859	26	-3	-27
2013	EU27+1	Hard Coal	533	16	-2	-13
2013	EU27+1	Lignite	326	10	-4	-14
2013	EU27+1	Gas	510	16	-13	-73
2013	EU27+1	Other fossil	138	4	-7	-10
2013	EU27+1	Nuclear	877	27	-1	-6
2013	EU27+1	Renewables	860	27	12	90
2013	EU27+1	Hydro	373	11	11	36
2013	EU27+1	Wind and solar	324	10	16	45
2013	EU27+1	Wind	238	7	15	31
2013	EU27+1	Solar	86	3	20	15
2013	EU27+1	Bioenergy	157	5	6	9
2013	EU27+1	Other renewables	6	0	3	0
2013	EU27+1	Production	3244		-1	-25
2013	EU27+1	Net imports	13		-33	-6
2013	EU27+1	Demand	3257		-1	-31
2013	Finland	Fossil	22	31	17	3
2013	Finland	Coal	11	15	51	4
2013	Finland	Hard Coal	11	15	51	4
2013	Finland	Lignite	0	0		0
2013	Finland	Gas	7	10	1	0
2013	Finland	Other fossil	4	6	-10	0
2013	Finland	Nuclear	24	33	3	1
2013	Finland	Renewables	26	36	-10	-3
2013	Finland	Hydro	13	18	-24	-4
2013	Finland	Wind and solar	1	1	56	0
2013	Finland	Wind	1	1	57	0
2013	Finland	Solar	0	0	12	0
2013	Finland	Bioenergy	12	17	7	1
2013	Finland	Other renewables	0	0		0
2013	Finland	Production	71		1	1
2013	Finland	Net imports	16		-10	-2
2013	Finland	Demand	87		-1	-1
2013	France	Fossil	53	9	-6	-3
2013	France	Coal	24	4	11	2
2013	France	Hard Coal	24	4	11	2
2013	France	Lignite	0	0		0
2013	France	Gas	18	3	-19	-4
2013	France	Other fossil	11	2	-9	-1
2013	France	Nuclear	424	74	0	-2
2013	France	Renewables	99	17	17	14
2013	France	Hydro	72	12	20	12
2013	France	Wind and solar	21	4	9	2
2013	France	Wind	16	3	6	1
2013	France	Solar	5	1	17	1
2013	France	Bioenergy	6	1	5	0
2013	France	Other renewables	1	0	-2	0
2013	France	Production	576		2	9
2013	France	Net imports	-48		9	-4
2013	France	Demand	528		1	5
2013	Germany	Fossil	383	61	1	3
2013	Germany	Coal	288	46	4	11
2013	Germany	Hard Coal	127	20	9	11
2013	Germany	Lignite	161	25	0	0
2013	Germany	Gas	68	11	-12	-9
2013	Germany	Other fossil	28	4	2	1
2013	Germany	Nuclear	97	15	-2	-2
2013	Germany	Renewables	152	24	6	9
2013	Germany	Hydro	23	4	6	1
2013	Germany	Wind and solar	84	13	7	6
2013	Germany	Wind	53	8	2	1
2013	Germany	Solar	31	5	17	5
2013	Germany	Bioenergy	46	7	5	2
2013	Germany	Other renewables	0	0	Inf	0
2013	Germany	Production	633		2	10
2013	Germany	Net imports	-32		57	-12
2013	Germany	Demand	601		0	-2
2013	Greece	Fossil	43	75	-16	-8
2013	Greece	Coal	26	46	-15	-5
2013	Greece	Hard Coal	0	0	-40	0
2013	Greece	Lignite	26	46	-15	-5
2013	Greece	Gas	11	19	-19	-3
2013	Greece	Other fossil	5	10	-9	-1
2013	Greece	Nuclear	0	0		0
2013	Greece	Renewables	14	25	41	4
2013	Greece	Hydro	6	11	44	2
2013	Greece	Wind and solar	8	14	40	2
2013	Greece	Wind	4	7	8	0
2013	Greece	Solar	4	6	115	2
2013	Greece	Bioenergy	0	0	6	0
2013	Greece	Other renewables	0	0		0
2013	Greece	Production	57		-6	-4
2013	Greece	Net imports	2		6	0
2013	Greece	Demand	59		-6	-4
2013	Hungary	Fossil	12	40	-25	-4
2013	Hungary	Coal	6	21	-1	0
2013	Hungary	Hard Coal	0	0	-23	0
2013	Hungary	Lignite	6	21	0	0
2013	Hungary	Gas	6	18	-41	-4
2013	Hungary	Other fossil	0	1	-42	0
2013	Hungary	Nuclear	15	51	-3	0
2013	Hungary	Renewables	3	9	5	0
2013	Hungary	Hydro	0	1	0	0
2013	Hungary	Wind and solar	1	2	-5	0
2013	Hungary	Wind	1	2	-7	0
2013	Hungary	Solar	0	0	211	0
2013	Hungary	Bioenergy	2	6	11	0
2013	Hungary	Other renewables	0	0		0
2013	Hungary	Production	30		-13	-4
2013	Hungary	Net imports	12		49	4
2013	Hungary	Demand	42		-1	0
2013	Ireland	Fossil	20	78	-9	-2
2013	Ireland	Coal	4	17	-15	-1
2013	Ireland	Hard Coal	4	17	-15	-1
2013	Ireland	Lignite	0	0		0
2013	Ireland	Gas	13	51	-7	-1
2013	Ireland	Other fossil	3	10	-7	0
2013	Ireland	Nuclear	0	0		0
2013	Ireland	Renewables	6	22	7	0
2013	Ireland	Hydro	1	2	-25	0
2013	Ireland	Wind and solar	5	18	13	1
2013	Ireland	Wind	5	18	13	1
2013	Ireland	Solar	0	0	8	0
2013	Ireland	Bioenergy	0	2	10	0
2013	Ireland	Other renewables	0	0		0
2013	Ireland	Production	26		-6	-2
2013	Ireland	Net imports	2		442	2
2013	Ireland	Demand	28		1	0
2013	Italy	Fossil	175	61	-14	-29
2013	Italy	Coal	45	16	-8	-4
2013	Italy	Hard Coal	45	16	-8	-4
2013	Italy	Lignite	0	0		0
2013	Italy	Gas	109	38	-16	-20
2013	Italy	Other fossil	21	7	-19	-5
2013	Italy	Nuclear	0	0		0
2013	Italy	Renewables	112	39	21	20
2013	Italy	Hydro	53	18	26	11
2013	Italy	Wind and solar	36	13	13	4
2013	Italy	Wind	15	5	11	1
2013	Italy	Solar	22	8	14	3
2013	Italy	Bioenergy	17	6	37	5
2013	Italy	Other renewables	6	2	1	0
2013	Italy	Production	287		-3	-9
2013	Italy	Net imports	42		-2	-1
2013	Italy	Demand	329		-3	-10
2013	Latvia	Fossil	3	43	30	1
2013	Latvia	Coal	0	0	-50	0
2013	Latvia	Hard Coal	0	0	-50	0
2013	Latvia	Lignite	0	0		0
2013	Latvia	Gas	3	43	30	1
2013	Latvia	Other fossil	0	0	300	0
2013	Latvia	Nuclear	0	0		0
2013	Latvia	Renewables	4	57	-14	-1
2013	Latvia	Hydro	3	47	-21	-1
2013	Latvia	Wind and solar	0	2	5	0
2013	Latvia	Wind	0	2	5	0
2013	Latvia	Solar	0	0	570	0
2013	Latvia	Bioenergy	1	8	74	0
2013	Latvia	Other renewables	0	0		0
2013	Latvia	Production	6		1	0
2013	Latvia	Net imports	1		-20	0
2013	Latvia	Demand	8		-4	0
2013	Lithuania	Fossil	2	62	-21	-1
2013	Lithuania	Coal	0	0		0
2013	Lithuania	Hard Coal	0	0		0
2013	Lithuania	Lignite	0	0		0
2013	Lithuania	Gas	2	56	-23	-1
2013	Lithuania	Other fossil	0	6	-4	0
2013	Lithuania	Nuclear	0	0		0
2013	Lithuania	Renewables	2	38	29	0
2013	Lithuania	Hydro	1	13	23	0
2013	Lithuania	Wind and solar	1	16	19	0
2013	Lithuania	Wind	1	15	12	0
2013	Lithuania	Solar	0	1	1834	0
2013	Lithuania	Bioenergy	0	9	64	0
2013	Lithuania	Other renewables	0	0		0
2013	Lithuania	Production	4		-8	0
2013	Lithuania	Net imports	7		5	0
2013	Lithuania	Demand	11		0	0
2013	Luxembourg	Fossil	1	80	-40	-1
2013	Luxembourg	Coal	0	0		0
2013	Luxembourg	Hard Coal	0	0		0
2013	Luxembourg	Lignite	0	0		0
2013	Luxembourg	Gas	1	77	-40	-1
2013	Luxembourg	Other fossil	0	3	-2	0
2013	Luxembourg	Nuclear	0	0		0
2013	Luxembourg	Renewables	0	20	20	0
2013	Luxembourg	Hydro	0	6	21	0
2013	Luxembourg	Wind and solar	0	8	35	0
2013	Luxembourg	Wind	0	4	7	0
2013	Luxembourg	Solar	0	4	93	0
2013	Luxembourg	Bioenergy	0	5	0	0
2013	Luxembourg	Other renewables	0	0		0
2013	Luxembourg	Production	2		-33	-1
2013	Luxembourg	Net imports	5		20	1
2013	Luxembourg	Demand	7		-1	0
2013	Malta	Fossil	2	98	-2	0
2013	Malta	Coal	0	0		0
2013	Malta	Hard Coal	0	0		0
2013	Malta	Lignite	0	0		0
2013	Malta	Gas	0	0		0
2013	Malta	Other fossil	2	98	-2	0
2013	Malta	Nuclear	0	0		0
2013	Malta	Renewables	0	2	38	0
2013	Malta	Hydro	0	0		0
2013	Malta	Wind and solar	0	1	76	0
2013	Malta	Wind	0	0	13	0
2013	Malta	Solar	0	1	77	0
2013	Malta	Bioenergy	0	0	-34	0
2013	Malta	Other renewables	0	0		0
2013	Malta	Production	2		-2	0
2013	Malta	Net imports	0			0
2013	Malta	Demand	2		-2	0
2013	Netherlands	Fossil	87	85	0	0
2013	Netherlands	Coal	25	24	2	0
2013	Netherlands	Hard Coal	25	24	2	0
2013	Netherlands	Lignite	0	0		0
2013	Netherlands	Gas	56	55	-1	0
2013	Netherlands	Other fossil	6	6	-2	0
2013	Netherlands	Nuclear	3	3	-26	-1
2013	Netherlands	Renewables	12	12	-3	0
2013	Netherlands	Hydro	0	0	10	0
2013	Netherlands	Wind and solar	6	6	17	1
2013	Netherlands	Wind	6	6	13	1
2013	Netherlands	Solar	0	0	115	0
2013	Netherlands	Bioenergy	6	6	-17	-1
2013	Netherlands	Other renewables	0	0		0
2013	Netherlands	Production	102		-2	-2
2013	Netherlands	Net imports	18		7	1
2013	Netherlands	Demand	120		0	0
2013	Poland	Fossil	147	90	1	2
2013	Poland	Coal	138	84	2	3
2013	Poland	Hard Coal	82	50	1	1
2013	Poland	Lignite	56	34	4	2
2013	Poland	Gas	5	3	-16	-1
2013	Poland	Other fossil	4	2	-2	0
2013	Poland	Nuclear	0	0		0
2013	Poland	Renewables	17	10	1	0
2013	Poland	Hydro	2	1	20	0
2013	Poland	Wind and solar	6	4	26	1
2013	Poland	Wind	6	4	26	1
2013	Poland	Solar	0	0	30	0
2013	Poland	Bioenergy	9	5	-15	-1
2013	Poland	Other renewables	0	0		0
2013	Poland	Production	164		1	2
2013	Poland	Net imports	-5		59	-2
2013	Poland	Demand	159		0	1
2013	Portugal	Fossil	21	42	-20	-5
2013	Portugal	Coal	12	23	-10	-1
2013	Portugal	Hard Coal	12	23	-10	-1
2013	Portugal	Lignite	0	0		0
2013	Portugal	Gas	7	14	-32	-3
2013	Portugal	Other fossil	2	4	-18	0
2013	Portugal	Nuclear	0	0		0
2013	Portugal	Renewables	29	58	52	10
2013	Portugal	Hydro	14	27	144	8
2013	Portugal	Wind and solar	12	25	17	2
2013	Portugal	Wind	12	24	17	2
2013	Portugal	Solar	0	1	22	0
2013	Portugal	Bioenergy	3	6	3	0
2013	Portugal	Other renewables	0	0	34	0
2013	Portugal	Production	51		11	5
2013	Portugal	Net imports	3		-65	-5
2013	Portugal	Demand	53		0	0
2013	Romania	Fossil	27	46	-17	-6
2013	Romania	Coal	17	29	-26	-6
2013	Romania	Hard Coal	0	1	-59	-1
2013	Romania	Lignite	17	28	-25	-5
2013	Romania	Gas	9	16	6	1
2013	Romania	Other fossil	1	1	-24	0
2013	Romania	Nuclear	12	20	1	0
2013	Romania	Renewables	20	34	35	5
2013	Romania	Hydro	15	26	24	3
2013	Romania	Wind and solar	5	8	87	2
2013	Romania	Wind	5	8	71	2
2013	Romania	Solar	0	1	5153	0
2013	Romania	Bioenergy	0	0	19	0
2013	Romania	Other renewables	0	0		0
2013	Romania	Production	59		0	0
2013	Romania	Net imports	-2		-897	-2
2013	Romania	Demand	57		-4	-3
2013	Slovakia	Fossil	6	22	-13	-1
2013	Slovakia	Coal	3	11	-10	0
2013	Slovakia	Hard Coal	1	4	-19	0
2013	Slovakia	Lignite	2	7	-5	0
2013	Slovakia	Gas	2	8	-16	0
2013	Slovakia	Other fossil	1	3	-11	0
2013	Slovakia	Nuclear	16	55	1	0
2013	Slovakia	Renewables	6	22	16	1
2013	Slovakia	Hydro	5	17	18	1
2013	Slovakia	Wind and solar	1	2	38	0
2013	Slovakia	Wind	0	0	0	0
2013	Slovakia	Solar	1	2	39	0
2013	Slovakia	Bioenergy	1	3	-3	0
2013	Slovakia	Other renewables	0	0		0
2013	Slovakia	Production	28		1	0
2013	Slovakia	Net imports	0		-77	0
2013	Slovakia	Demand	29		0	0
2013	Slovenia	Fossil	5	34	-5	0
2013	Slovenia	Coal	5	31	-5	0
2013	Slovenia	Hard Coal	0	3	-7	0
2013	Slovenia	Lignite	4	28	-5	0
2013	Slovenia	Gas	1	3	-4	0
2013	Slovenia	Other fossil	0	0	-5	0
2013	Slovenia	Nuclear	5	34	-4	0
2013	Slovenia	Renewables	5	32	18	1
2013	Slovenia	Hydro	5	29	19	1
2013	Slovenia	Wind and solar	0	1	35	0
2013	Slovenia	Wind	0	0	Inf	0
2013	Slovenia	Solar	0	1	32	0
2013	Slovenia	Bioenergy	0	2	-3	0
2013	Slovenia	Other renewables	0	0		0
2013	Slovenia	Production	16		2	0
2013	Slovenia	Net imports	-1		24	0
2013	Slovenia	Demand	15		0	0
2013	Spain	Fossil	113	40	-22	-32
2013	Spain	Coal	40	14	-27	-15
2013	Spain	Hard Coal	40	14	-27	-15
2013	Spain	Lignite	0	0		0
2013	Spain	Gas	58	20	-22	-16
2013	Spain	Other fossil	16	6	-7	-1
2013	Spain	Nuclear	57	20	-8	-5
2013	Spain	Renewables	111	40	28	24
2013	Spain	Hydro	37	13	79	16
2013	Spain	Wind and solar	69	24	12	7
2013	Spain	Wind	56	20	12	6
2013	Spain	Solar	13	5	9	1
2013	Spain	Bioenergy	6	2	17	1
2013	Spain	Other renewables	0	0		0
2013	Spain	Production	281		-4	-12
2013	Spain	Net imports	-7		-40	4
2013	Spain	Demand	275		-3	-8
2013	Sweden	Fossil	4	3	-5	0
2013	Sweden	Coal	1	0	35	0
2013	Sweden	Hard Coal	1	0	35	0
2013	Sweden	Lignite	0	0		0
2013	Sweden	Gas	1	1	-7	0
2013	Sweden	Other fossil	2	2	-12	0
2013	Sweden	Nuclear	66	43	4	2
2013	Sweden	Renewables	83	54	-16	-16
2013	Sweden	Hydro	61	40	-22	-18
2013	Sweden	Wind and solar	10	6	38	3
2013	Sweden	Wind	10	6	37	3
2013	Sweden	Solar	0	0	84	0
2013	Sweden	Bioenergy	11	7	-6	-1
2013	Sweden	Other renewables	0	0		0
2013	Sweden	Production	153		-8	-13
2013	Sweden	Net imports	-10		-49	10
2013	Sweden	Demand	143		-3	-4
2013	United Kingdom	Fossil	232	65	-7	-18
2013	United Kingdom	Coal	130	37	-9	-13
2013	United Kingdom	Hard Coal	130	37	-9	-13
2013	United Kingdom	Lignite	0	0		0
2013	United Kingdom	Gas	96	27	-4	-4
2013	United Kingdom	Other fossil	5	2	-13	-1
2013	United Kingdom	Nuclear	71	20	0	0
2013	United Kingdom	Renewables	53	15	29	12
2013	United Kingdom	Hydro	5	1	-11	-1
2013	United Kingdom	Wind and solar	30	9	43	9
2013	United Kingdom	Wind	28	8	43	9
2013	United Kingdom	Solar	2	1	48	1
2013	United Kingdom	Bioenergy	18	5	23	3
2013	United Kingdom	Other renewables	0	0	13	0
2013	United Kingdom	Production	355		-2	-6
2013	United Kingdom	Net imports	14		22	3
2013	United Kingdom	Demand	370		-1	-3
2014	Austria	Fossil	11	19	-19	-3
2014	Austria	Coal	3	5	-30	-1
2014	Austria	Hard Coal	3	5	-30	-1
2014	Austria	Lignite	0	0		0
2014	Austria	Gas	5	9	-20	-1
2014	Austria	Other fossil	3	5	-2	0
2014	Austria	Nuclear	0	0		0
2014	Austria	Renewables	50	81	-1	0
2014	Austria	Hydro	41	67	-2	-1
2014	Austria	Wind and solar	5	8	23	1
2014	Austria	Wind	4	6	22	1
2014	Austria	Solar	1	1	25	0
2014	Austria	Bioenergy	5	7	-3	0
2014	Austria	Other renewables	0	0	25	0
2014	Austria	Production	62		-5	-3
2014	Austria	Net imports	9		28	2
2014	Austria	Demand	71		-1	-1
2014	Belgium	Fossil	25	35	-9	-2
2014	Belgium	Coal	2	3	-31	-1
2014	Belgium	Hard Coal	2	3	-31	-1
2014	Belgium	Lignite	0	0		0
2014	Belgium	Gas	19	27	-8	-2
2014	Belgium	Other fossil	4	5	5	0
2014	Belgium	Nuclear	34	47	-21	-9
2014	Belgium	Renewables	12	17	5	1
2014	Belgium	Hydro	0	0	-23	0
2014	Belgium	Wind and solar	8	11	19	1
2014	Belgium	Wind	5	6	26	1
